age,workclass,final_pop_weight,education,marital_status,occupation,race,sex,capital_gain,work_hours_per_week,native_country,income
18,Private,194059,primary school,Never-married,Adm-clerical,White,Male,0.0,40,United-States,1.0
28,State-gov,286310,Highschool,Married-civ-spouse,Adm-clerical,White,Female,41444.179572387664,40,United-States,1.0
38,Private,207202,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,48,United-States,0.0
33,Self-emp-inc,132601,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,0.0
17,?,139183,primary school,Never-married,?,White,Female,0.0,-1,United-States,1.0
41,Private,160785,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,0.0
38,Local-gov,225605,College,Married-civ-spouse,Prof-specialty,White,Male,0.0,44,United-States,1.0
24,Private,190290,Bachelors,Never-married,Sales,White,Male,0.0,60,United-States,1.0
49,Private,164799,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,40,United-States,0.0
60,Federal-gov,21876,College,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,49420.40548624284,40,United-States,1.0
44,Private,160785,Bachelors,Married-civ-spouse,Sales,White,Male,0.0,60,United-States,0.0
63,Self-emp-inc,272425,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,0.0
40,Private,168538,Highschool,Married-civ-spouse,Sales,White,Male,0.0,60,United-States,0.0
45,Self-emp-inc,204205,College,Married-civ-spouse,Exec-managerial,White,Male,0.0,50,United-States,0.0
999,Private,169926,Highschool,Divorced,Sales,White,Female,109784.1313600263,40,United-States,1.0
65,Local-gov,205024,Highschool,Married-civ-spouse,Other-service,White,Male,0.0,8,United-States,1.0
41,Private,374764,Bachelors,Widowed,Exec-managerial,White,Male,0.0,20,United-States,1.0
25,Private,108779,Masters,Separated,Other-service,White,Female,0.0,40,United-States,1.0
999,?,293136,College,Never-married,?,White,Female,0.0,35,United-States,1.0
60,Private,227332,Doctorate,Widowed,Adm-clerical,White,Male,9987.899201237597,40,United-States,1.0
17,Local-gov,246308,primary school,Never-married,Prof-specialty,White,Female,0.0,20,Puerto-Rico,1.0
28,Private,51331,doc,Married-civ-spouse,Exec-managerial,White,Female,0.0,16,United-States,0.0
31,Private,153078,doc,Never-married,Craft-repair,Other,Male,21400.022990859656,50,United-States,1.0
47,Private,169180,Masters,Never-married,Prof-specialty,White,Female,0.0,35,United-States,1.0
45,Self-emp-not-inc,193451,College,Married-civ-spouse,Transport-moving,White,Male,0.0,45,United-States,1.0
51,Private,305147,Bachelors,Never-married,Prof-specialty,White,Male,68827.61831544689,40,United-States,1.0
23,Private,138892,Highschool,Never-married,Machine-op-inspct,Black,Male,0.0,40,United-States,1.0
34,Private,223267,Highschool,Never-married,Exec-managerial,White,Male,0.0,50,United-States,1.0
19,Private,29250,College,Never-married,Prof-specialty,White,Male,76853.82686828803,10,United-States,1.0
51,?,203953,Highschool,Married-civ-spouse,?,White,Male,1584.7293232618472,40,United-States,0.0
46,State-gov,29696,Highschool,Married-civ-spouse,Transport-moving,White,Male,44921.80982319574,40,United-States,1.0
999,Private,632613,primary school,Married-civ-spouse,Farming-fishing,White,Male,0.0,35,Mexico,1.0
56,Private,282023,doctorate,Married-civ-spouse,Prof-specialty,White,Male,0.0,45,United-States,0.0
29,Private,77760,Highschool,Married-civ-spouse,Adm-clerical,White,Male,0.0,45,United-States,1.0
46,Self-emp-not-inc,148599,Masters,Married-civ-spouse,Craft-repair,White,Male,0.0,50,United-States,0.0
55,Private,414994,Highschool,Married-civ-spouse,Craft-repair,White,Male,53303.47576434854,40,United-States,1.0
34,Private,499249,Highschool,Separated,Handlers-cleaners,White,Male,0.0,40,Guatemala,1.0
45,?,144354,primary school,Separated,?,Black,Male,0.0,40,United-States,1.0
41,Private,252058,Bachelors,Never-married,Adm-clerical,White,Male,0.0,40,United-States,1.0
22,?,99543,College,Never-married,?,White,Male,381.1987808382912,20,United-States,1.0
34,Private,117963,doctorate,Married-civ-spouse,Prof-specialty,White,Male,0.0,50,United-States,0.0
27,Private,194652,Highschool,Never-married,Craft-repair,Black,Male,0.0,-1,United-States,1.0
29,Private,299705,College,Never-married,Handlers-cleaners,Black,Male,0.0,37,United-States,1.0
19,Federal-gov,27433,primary school,Never-married,Other-service,White,Female,43090.299717938986,30,United-States,1.0
47,Local-gov,39986,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,1.0
43,Self-emp-inc,135342,College,Married-civ-spouse,Exec-managerial,White,Male,98353.34241280028,50,United-States,0.0
52,Private,270142,Doctorate,Separated,Exec-managerial,Black,Female,0.0,60,United-States,1.0
33,Self-emp-not-inc,118267,doc,Divorced,Sales,White,Male,0.0,60,United-States,1.0
29,Private,266043,primary school,Married-civ-spouse,Transport-moving,White,Male,0.0,40,United-States,1.0
23,Private,35633,Highschool,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,40,United-States,1.0
999,Private,74568,College,Never-married,Exec-managerial,White,Male,12392.705792327826,40,United-States,1.0
39,Private,214816,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,65914.71221293125,60,United-States,1.0
999,Private,222971,primary school,Never-married,Machine-op-inspct,White,Female,29968.008079301588,40,Mexico,1.0
31,Private,259425,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,0.0
47,Self-emp-inc,212120,Highschool,Married-civ-spouse,Craft-repair,White,Male,6444.860401647058,40,United-States,0.0
26,Private,245880,Highschool,Never-married,Adm-clerical,White,Male,20479.072810612266,60,United-States,1.0
58,Local-gov,54947,College,Never-married,Prof-specialty,White,Female,0.0,55,United-States,1.0
999,Private,161674,Highschool,Never-married,Machine-op-inspct,White,Female,0.0,40,United-States,1.0
36,Private,62346,Highschool,Married-civ-spouse,Craft-repair,Black,Male,374.91582025171874,40,United-States,1.0
40,Private,227236,Highschool,Married-civ-spouse,Sales,White,Male,30078.44529757366,50,United-States,1.0
19,Private,283033,primary school,Never-married,Other-service,White,Male,0.0,40,United-States,1.0
42,Private,251229,Bachelors,Married-civ-spouse,Transport-moving,White,Male,0.0,40,United-States,1.0
999,Private,199949,primary school,Married-civ-spouse,Armed-Forces,White,Male,0.0,13,United-States,1.0
23,State-gov,305498,Doctorate,Never-married,Tech-support,White,Female,0.0,40,United-States,1.0
38,Self-emp-not-inc,203836,primary school,Never-married,Transport-moving,White,Male,0.0,40,United-States,1.0
33,State-gov,79440,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Male,51362.21302895555,30,Japan,1.0
48,Local-gov,142719,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
56,Private,119859,College,Divorced,Transport-moving,White,Male,0.0,40,United-States,0.0
999,Private,141410,Highschool,Married-civ-spouse,Machine-op-inspct,Black,Male,0.0,40,United-States,1.0
44,Local-gov,202872,College,Divorced,Prof-specialty,White,Female,46925.98430870522,25,United-States,1.0
27,Private,198813,Highschool,Divorced,Adm-clerical,Black,Female,0.0,40,United-States,1.0
33,Federal-gov,129707,College,Never-married,Exec-managerial,White,Male,0.0,50,United-States,1.0
22,Private,445758,primary school,Never-married,Handlers-cleaners,White,Male,0.0,-1,Mexico,1.0
999,?,30246,College,Never-married,?,White,Female,255.7206149084842,20,United-States,1.0
44,Private,173981,Highschool,Married-civ-spouse,Craft-repair,White,Male,12295.23546306788,40,United-States,1.0
42,Private,108506,Highschool,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,0.0,60,United-States,1.0
34,Private,134886,College,Never-married,Adm-clerical,White,Female,0.0,40,United-States,1.0
57,Self-emp-inc,282913,Highschool,Married-civ-spouse,Sales,White,Male,0.0,40,Cuba,1.0
59,Local-gov,196013,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
999,Federal-gov,348491,College,Married-civ-spouse,Exec-managerial,Black,Female,0.0,40,United-States,0.0
52,Private,416164,Highschool,Married-civ-spouse,Farming-fishing,Other,Male,0.0,49,Mexico,1.0
17,Private,121037,primary school,Never-married,Sales,White,Female,0.0,15,United-States,1.0
29,Private,103111,Highschool,Never-married,Other-service,White,Male,0.0,30,Canada,1.0
63,Self-emp-not-inc,147589,Bachelors,Married-civ-spouse,Sales,White,Male,80401.55547184918,30,United-States,0.0
20,Private,24008,College,Never-married,Handlers-cleaners,White,Male,45156.03461253875,-1,United-States,1.0
50,Self-emp-not-inc,175456,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,50,United-States,1.0
55,Private,84774,Highschool,Married-civ-spouse,Armed-Forces,White,Female,11700.74082463404,30,United-States,1.0
27,Private,194590,doc,Married-civ-spouse,Adm-clerical,Black,Female,96763.32101791714,25,United-States,1.0
28,Private,134566,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0.0,45,United-States,1.0
55,Private,211678,Doctorate,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,45,United-States,1.0
44,Federal-gov,44822,College,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
53,State-gov,144586,College,Never-married,Armed-Forces,White,Female,0.0,40,United-States,1.0
23,Private,119156,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
25,Private,371987,Highschool,Divorced,Adm-clerical,White,Female,0.0,40,United-States,1.0
44,State-gov,144125,Bachelors,Divorced,Prof-specialty,White,Female,0.0,40,United-States,1.0
48,Self-emp-not-inc,121124,College,Married-civ-spouse,Prof-specialty,White,Male,301.84738589566894,35,United-States,0.0
46,Private,58126,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
26,Private,318518,College,Never-married,Transport-moving,White,Male,0.0,40,United-States,1.0
30,Private,296509,primary school,Separated,Farming-fishing,White,Male,12910.596059188998,45,Mexico,1.0
32,Private,473133,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
52,Private,155434,Highschool,Married-civ-spouse,Exec-managerial,White,Male,43127.78215151703,48,United-States,1.0
39,Private,56648,Highschool,Separated,Sales,White,Female,48093.41653572571,47,United-States,1.0
22,State-gov,119838,College,Never-married,Other-service,White,Male,8228.757541652869,10,United-States,1.0
26,Private,330695,College,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
26,State-gov,58039,College,Married-civ-spouse,Other-service,White,Male,0.0,40,United-States,1.0
44,Private,313022,Doctorate,Married-civ-spouse,Exec-managerial,Black,Male,0.0,40,United-States,0.0
42,Private,178134,College,Divorced,Adm-clerical,White,Female,0.0,30,United-States,1.0
40,Private,165309,College,Married-civ-spouse,Transport-moving,White,Male,27337.16467075567,-1,United-States,1.0
22,Private,216181,primary school,Never-married,Craft-repair,White,Male,45289.354505565694,45,United-States,1.0
62,Private,178745,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,45,United-States,0.0
44,Private,111067,College,Married-civ-spouse,Craft-repair,White,Male,9253.669702024283,40,United-States,1.0
18,?,163788,College,Never-married,?,White,Female,0.0,40,United-States,1.0
33,Self-emp-not-inc,295591,primary school,Separated,Craft-repair,White,Male,0.0,40,Mexico,1.0
45,Private,123075,Highschool,Married-civ-spouse,Exec-managerial,White,Male,5617.569649601625,50,United-States,1.0
18,Private,-123,primary school,Married-civ-spouse,Handlers-cleaners,White,Male,75019.16852460637,-1,United-States,1.0
32,Local-gov,255004,College,Never-married,Craft-repair,White,Male,0.0,40,United-States,1.0
33,Private,254221,primary school,Never-married,Prof-specialty,White,Female,0.0,60,United-States,0.0
20,Private,174714,College,Never-married,Prof-specialty,White,Male,90201.17230869753,15,United-States,1.0
68,Self-emp-not-inc,450580,Highschool,Married-civ-spouse,Farming-fishing,White,Male,3930.4778814347665,20,United-States,1.0
61,Private,128230,primary school,Married-civ-spouse,Sales,White,Male,40820.7371660437,50,United-States,0.0
48,Private,192894,primary school,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
999,Private,325390,Highschool,Married-civ-spouse,Sales,White,Male,0.0,40,United-States,1.0
32,Federal-gov,128714,Highschool,Never-married,Other-service,Black,Female,52043.681353854816,32,United-States,1.0
35,Private,170797,Bachelors,Divorced,Other-service,White,Female,11270.240134066033,40,United-States,1.0
999,Private,269186,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
999,Private,127671,primary school,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
30,Private,211840,College,Separated,Sales,Black,Female,0.0,16,United-States,1.0
37,Private,163392,Highschool,Never-married,Transport-moving,Asian-Pac-Islander,Male,57398.67221841063,40,?,1.0
40,Private,201495,Bachelors,Divorced,Armed-Forces,White,Male,0.0,45,United-States,1.0
25,Private,251854,College,Never-married,Adm-clerical,Black,Female,0.0,40,Jamaica,1.0
41,Private,279297,Highschool,Never-married,Sales,Black,Female,3712.0859793420404,60,United-States,1.0
52,Self-emp-not-inc,195462,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,98,United-States,0.0
33,Private,170769,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,-1,United-States,1.0
28,Private,142443,Highschool,Never-married,Craft-repair,White,Male,0.0,40,United-States,1.0
53,Private,121441,College,Married-civ-spouse,Sales,White,Male,0.0,55,United-States,1.0
44,Private,275094,primary school,Never-married,Other-service,White,Male,0.0,10,United-States,1.0
35,Private,170263,Highschool,Divorced,Exec-managerial,White,Female,0.0,40,United-States,1.0
38,Private,172571,College,Divorced,Craft-repair,White,Male,0.0,58,Poland,1.0
34,Private,178615,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,14954.487390142749,40,United-States,1.0
33,Private,279524,Highschool,Divorced,Machine-op-inspct,White,Female,0.0,40,United-States,1.0
24,State-gov,165201,College,Married-civ-spouse,Adm-clerical,White,Female,0.0,45,United-States,1.0
65,Local-gov,323006,Highschool,Widowed,Other-service,Black,Female,35517.495852480584,25,United-States,1.0
29,Private,235168,doc,Married-civ-spouse,Sales,White,Male,0.0,60,United-States,1.0
46,Local-gov,216414,College,Married-civ-spouse,Armed-Forces,White,Male,53152.293525173416,40,United-States,0.0
47,State-gov,80914,Masters,Married-civ-spouse,Exec-managerial,White,Male,0.0,47,United-States,0.0
62,Private,73292,College,Married-civ-spouse,Other-service,White,Male,0.0,40,United-States,1.0
54,Self-emp-not-inc,212165,Highschool,Married-civ-spouse,Sales,White,Male,0.0,60,United-States,1.0
90,Private,52386,College,Never-married,Other-service,Asian-Pac-Islander,Male,67896.27503748685,35,United-States,1.0
33,Private,205649,doc,Separated,Craft-repair,White,Male,0.0,20,United-States,1.0
25,Private,200408,doc,Never-married,Craft-repair,White,Male,89383.68802335708,40,United-States,1.0
44,Self-emp-inc,187720,College,Married-civ-spouse,Sales,White,Male,0.0,50,United-States,0.0
52,Private,236180,Bachelors,Separated,Other-service,White,Male,0.0,50,United-States,1.0
21,Private,118693,College,Never-married,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
31,Private,363130,Highschool,Never-married,Other-service,Black,Male,52821.008441443235,18,United-States,1.0
39,Private,225544,Masters,Married-civ-spouse,Transport-moving,White,Male,39751.877140833574,40,Poland,1.0
59,Federal-gov,243612,Highschool,Widowed,Machine-op-inspct,White,Female,52528.06455332842,40,United-States,1.0
29,Self-emp-not-inc,160786,Highschool,Married-civ-spouse,Exec-managerial,White,Male,100072.24091139439,55,United-States,1.0
49,Private,234320,primary school,Never-married,Prof-specialty,Black,Male,0.0,45,United-States,1.0
34,Private,314646,primary school,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
22,Private,124971,Bachelors,Never-married,Sales,White,Male,0.0,40,United-States,1.0
32,Private,209184,Bachelors,Married-civ-spouse,Sales,Other,Male,0.0,-1,Puerto-Rico,1.0
999,State-gov,121838,Highschool,Divorced,Other-service,Black,Female,0.0,40,United-States,1.0
46,Private,265275,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,60,United-States,1.0
34,Private,45522,Highschool,Never-married,Other-service,White,Male,0.0,40,United-States,1.0
18,Private,120283,primary school,Never-married,Sales,White,Female,0.0,24,United-States,1.0
20,Private,216972,Highschool,Never-married,Sales,White,Male,0.0,30,United-States,1.0
20,Private,116791,Highschool,Never-married,Machine-op-inspct,White,Female,0.0,40,United-States,1.0
55,State-gov,26290,Doctorate,Widowed,Exec-managerial,Amer-Indian-Eskimo,Female,61711.470302257294,38,United-States,1.0
22,Private,216134,College,Never-married,Sales,Black,Female,82456.52954627384,40,United-States,1.0
60,Self-emp-not-inc,143932,Masters,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,1.0
40,Private,217120,primary school,Divorced,Craft-repair,White,Male,0.0,50,United-States,1.0
47,State-gov,223944,College,Married-civ-spouse,Adm-clerical,White,Female,0.0,30,United-States,1.0
23,Private,185452,Bachelors,Never-married,Exec-managerial,White,Female,32100.004624208326,35,Canada,1.0
999,Local-gov,44273,Highschool,Widowed,Transport-moving,White,Female,8998.094029040938,40,United-States,1.0
52,Private,178983,primary school,Married-civ-spouse,Other-service,White,Male,0.0,40,United-States,1.0
42,Private,219288,primary school,Widowed,Craft-repair,White,Male,0.0,90,United-States,1.0
25,Private,349190,doc,Never-married,Handlers-cleaners,White,Male,0.0,20,United-States,1.0
41,Federal-gov,57924,College,Never-married,Armed-Forces,White,Male,50861.638523903755,40,United-States,1.0
40,State-gov,270324,Doctorate,Married-civ-spouse,Other-service,Black,Male,0.0,30,United-States,1.0
38,Private,33001,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,104113.60900275782,55,United-States,0.0
999,Private,204021,Highschool,Never-married,Transport-moving,White,Male,0.0,40,Canada,1.0
26,Private,192506,Bachelors,Never-married,Other-service,Black,Female,0.0,35,United-States,1.0
57,Private,372967,primary school,Divorced,Adm-clerical,White,Female,0.0,70,Germany,1.0
42,Private,195821,Highschool,Separated,Sales,White,Female,101853.67212718556,40,United-States,1.0
17,?,127003,primary school,Never-married,?,Black,Male,0.0,40,United-States,1.0
999,Self-emp-not-inc,124090,primary school,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
28,Private,199600,Highschool,Married-civ-spouse,Machine-op-inspct,Black,Male,0.0,40,United-States,1.0
51,Self-emp-not-inc,218311,College,Divorced,Sales,White,Female,0.0,50,United-States,1.0
999,Private,167336,College,Never-married,Adm-clerical,White,Female,0.0,39,United-States,1.0
999,Private,59938,Highschool,???,Adm-clerical,White,Female,48884.55839597357,43,United-States,1.0
28,Private,263728,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
73,?,180603,Highschool,Widowed,?,White,Female,0.0,-1,United-States,1.0
49,Private,43910,Highschool,Married-civ-spouse,Adm-clerical,White,Female,0.0,30,United-States,1.0
47,Private,190139,Masters,Married-civ-spouse,Exec-managerial,White,Male,13794.883060321115,40,United-States,0.0
27,Private,109001,College,Married-civ-spouse,Craft-repair,White,Male,0.0,49,United-States,1.0
42,Local-gov,159931,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0.0,45,United-States,0.0
32,Private,194987,Highschool,Married-civ-spouse,Adm-clerical,Black,Female,0.0,40,United-States,1.0
32,Local-gov,87310,Highschool,Married-civ-spouse,Other-service,White,Male,0.0,41,United-States,1.0
27,Private,133937,Masters,Never-married,Sales,White,Male,0.0,40,United-States,1.0
29,Private,207064,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,0.0
22,Private,36011,Doctorate,Never-married,Prof-specialty,White,Male,0.0,30,United-States,1.0
999,Self-emp-not-inc,49884,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,50,United-States,1.0
26,Private,229977,primary school,Married-civ-spouse,Craft-repair,White,Male,0.0,35,United-States,1.0
21,Private,64520,Highschool,Never-married,Sales,White,Male,25397.57094683076,55,United-States,1.0
32,?,134886,Highschool,Married-civ-spouse,?,White,Female,0.0,2,United-States,0.0
37,Private,305379,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0.0,50,United-States,0.0
23,Private,202284,Bachelors,Never-married,Sales,White,Male,0.0,20,United-States,1.0
42,Self-emp-not-inc,99185,College,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,0.0
999,Private,159662,Highschool,Married-civ-spouse,Sales,White,Male,24038.297782011232,26,United-States,0.0
67,Private,197865,College,Divorced,Adm-clerical,White,Female,0.0,40,United-States,1.0
41,Local-gov,175149,Highschool,Divorced,Transport-moving,Black,Female,17283.39161852954,38,United-States,1.0
49,Local-gov,349633,Masters,Married-civ-spouse,Prof-specialty,White,Female,0.0,50,United-States,0.0
18,Private,242893,primary school,Never-married,Craft-repair,White,Male,0.0,35,United-States,1.0
25,Private,218667,primary school,Married-civ-spouse,Handlers-cleaners,White,Male,69454.17092378181,40,United-States,1.0
43,State-gov,144811,doctorate,Divorced,Prof-specialty,White,Male,0.0,50,United-States,1.0
21,Private,206861,College,Never-married,Sales,White,Male,0.0,20,?,1.0
65,Self-emp-not-inc,226215,Bachelors,Married-civ-spouse,Sales,White,Male,48991.51894768521,15,United-States,1.0
66,Private,114447,Doctorate,Widowed,Prof-specialty,White,Female,0.0,35,United-States,1.0
33,Private,124187,primary school,Never-married,Transport-moving,Black,Male,0.0,60,United-States,1.0
17,Private,156501,primary school,Never-married,Other-service,White,Female,0.0,16,United-States,1.0
61,?,161279,Highschool,Widowed,?,White,Female,0.0,36,United-States,1.0
38,Private,225707,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,31723.5970781044,40,Cuba,0.0
43,Local-gov,115603,College,Divorced,Adm-clerical,White,Female,0.0,40,United-States,1.0
40,State-gov,506329,primary school,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0.0,40,Taiwan,0.0
76,?,172637,College,Married-civ-spouse,?,White,Male,0.0,20,United-States,0.0
42,Private,56483,doc,Divorced,Adm-clerical,White,Female,0.0,-1,United-States,1.0
43,Federal-gov,144778,Bachelors,Never-married,Exec-managerial,White,Male,70657.73496212477,40,United-States,0.0
999,Self-emp-not-inc,33213,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,30,?,0.0
17,Private,137042,primary school,Never-married,Prof-specialty,White,Male,0.0,20,United-States,1.0
30,Self-emp-not-inc,33308,Highschool,Never-married,Craft-repair,White,Male,38280.6147225727,40,United-States,1.0
30,Private,158420,Bachelors,Never-married,Prof-specialty,White,Male,14435.087331463903,50,Iran,1.0
22,Private,41763,College,Never-married,Other-service,White,Male,87906.79946589585,25,United-States,1.0
53,?,220640,Bachelors,Divorced,?,Other,Female,0.0,20,United-States,1.0
28,Private,149734,Highschool,Never-married,Other-service,Black,Female,0.0,52,United-States,1.0
24,Private,349691,College,Never-married,Sales,Black,Female,5537.088810538249,40,United-States,1.0
47,Private,185385,primary school,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,40,United-States,0.0
34,Self-emp-not-inc,174463,Doctorate,Never-married,Farming-fishing,White,Male,0.0,-1,United-States,1.0
26,Private,236068,College,Never-married,Sales,White,Female,0.0,20,United-States,1.0
63,unknown,445168,Bachelors,Widowed,?,Amer-Indian-Eskimo,Female,0.0,56,United-States,1.0
25,Private,91334,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,38616.04188847161,125,United-States,1.0
28,Private,33895,Bachelors,Never-married,Sales,White,Male,0.0,45,United-States,1.0
36,Private,214816,Highschool,Never-married,Craft-repair,White,Female,66855.78389389488,40,United-States,1.0
24,Private,229773,Bachelors,Never-married,Exec-managerial,White,Male,0.0,40,United-States,1.0
51,Self-emp-inc,166386,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,53274.64394661681,35,Taiwan,1.0
44,Private,266135,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,193703.07737485162,50,United-States,0.0
18,Private,300379,primary school,Never-married,Adm-clerical,White,Male,0.0,12,United-States,1.0
54,Federal-gov,392502,College,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
999,Private,73809,College,Divorced,Adm-clerical,White,Female,22863.80134572141,40,United-States,1.0
51,Private,193720,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0.0,45,United-States,0.0
43,Private,316183,primary school,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
51,Private,162944,Highschool,Married-civ-spouse,Craft-repair,White,Male,14373.319221428523,40,United-States,1.0
50,Local-gov,186888,Highschool,Married-civ-spouse,Exec-managerial,Black,Female,0.0,40,United-States,0.0
27,?,330132,Highschool,Never-married,?,White,Female,92412.10578527061,25,United-States,1.0
24,Private,192017,College,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,30,United-States,1.0
999,State-gov,161978,College,Married-civ-spouse,Other-service,White,Male,4760.852711977342,20,United-States,1.0
52,Private,202930,Bachelors,Divorced,Exec-managerial,White,Male,0.0,40,United-States,0.0
57,Local-gov,323309,primary school,Divorced,Other-service,White,Male,0.0,40,United-States,1.0
49,Self-emp-inc,197332,College,Married-civ-spouse,Sales,White,Male,0.0,60,United-States,1.0
999,Self-emp-inc,204033,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,0.0,35,?,1.0
22,Private,271274,primary school,Never-married,Sales,White,Female,0.0,40,United-States,1.0
38,Private,174242,College,Married-civ-spouse,Tech-support,White,Male,0.0,40,United-States,0.0
21,Private,209483,College,Never-married,Sales,White,Female,62220.705087006034,20,United-States,1.0
52,Self-emp-not-inc,102346,College,Never-married,Prof-specialty,White,Female,0.0,35,United-States,1.0
25,Private,181666,doc,Never-married,Tech-support,White,Female,91398.08470897024,40,United-States,1.0
50,Private,207367,College,Separated,Other-service,White,Female,0.0,40,Cuba,1.0
35,State-gov,82622,College,Married-civ-spouse,Exec-managerial,White,Male,0.0,80,United-States,1.0
50,Private,202296,Doctorate,Separated,Prof-specialty,White,Female,0.0,40,United-States,1.0
58,Private,142182,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,25,United-States,1.0
48,Federal-gov,94342,Bachelors,Divorced,Exec-managerial,White,Male,0.0,45,United-States,1.0
30,Private,41493,College,Divorced,Adm-clerical,White,Female,0.0,35,Canada,1.0
18,Private,181712,primary school,Never-married,Handlers-cleaners,White,Male,0.0,12,United-States,1.0
29,Self-emp-not-inc,164607,Highschool,Married-civ-spouse,Craft-repair,White,Male,56493.28065375704,40,United-States,1.0
52,Self-emp-not-inc,41496,College,Married-civ-spouse,Sales,White,Male,52917.21398412382,45,United-States,1.0
36,Local-gov,196529,Masters,Married-civ-spouse,Prof-specialty,White,Female,0.0,-1,United-States,0.0
24,Private,157332,College,Never-married,Machine-op-inspct,White,Female,0.0,42,United-States,1.0
30,Local-gov,154935,doc,Never-married,Armed-Forces,Black,Male,17279.991931033725,40,United-States,1.0
23,Private,223231,Highschool,Married-civ-spouse,Machine-op-inspct,Other,Male,0.0,40,Mexico,1.0
35,?,253860,Highschool,Divorced,?,White,Female,82739.99945676027,20,United-States,1.0
21,Private,362589,Bachelors,Never-married,Other-service,White,Female,2685.269999928598,20,United-States,1.0
28,Private,94880,College,Never-married,Craft-repair,White,Male,0.0,43,Mexico,1.0
20,Private,309580,Highschool,Never-married,Adm-clerical,White,Male,0.0,40,United-States,1.0
999,Private,130389,primary school,Never-married,Other-service,White,Male,19122.181121455968,20,Scotland,1.0
999,Private,349365,College,Never-married,Adm-clerical,White,Female,0.0,15,United-States,1.0
27,Private,376936,Highschool,Never-married,Craft-repair,White,Male,0.0,40,United-States,1.0
999,Private,179557,College,Divorced,Tech-support,White,Female,0.0,40,United-States,1.0
21,Private,105577,College,Never-married,Other-service,White,Female,0.0,30,United-States,1.0
51,Private,224207,College,Married-civ-spouse,Sales,White,Male,0.0,40,United-States,0.0
27,Federal-gov,47907,Bachelors,Never-married,Adm-clerical,White,Female,0.0,-1,United-States,1.0
