age,workclass,final_pop_weight,education,marital_status,occupation,race,sex,capital_gain,work_hours_per_week,income
28.0,Private,212091.0,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,2580.0,40.0,1.0
22.0,Self-emp-inc,269583.0,primary school,Married-civ-spouse,Craft-repair,White,Male,2580.0,40.0,1.0
63.0,Private,133144.0,Highschool,Married-civ-spouse,Other-service,White,Male,2580.0,20.0,1.0
24.0,Private,141113.0,primary school,Married-civ-spouse,Sales,White,Male,2580.0,40.0,1.0
30.0,Private,326199.0,primary school,Married-civ-spouse,Craft-repair,White,Male,2580.0,40.0,1.0
27.0,Private,198188.0,Highschool,Married-civ-spouse,Adm-clerical,White,Male,2580.0,45.0,1.0
55.0,Private,154580.0,primary school,Married-civ-spouse,Other-service,Black,Male,6618.849781472635,40.0,1.0
59.0,Self-emp-not-inc,144071.0,primary school,Married-civ-spouse,Other-service,White,Male,87560.02050095805,15.0,1.0
40.0,Private,367533.0,College,Married-civ-spouse,Machine-op-inspct,White,Male,2580.0,40.0,1.0
64.0,Private,75577.0,primary school,Married-civ-spouse,Adm-clerical,White,Male,2580.0,50.0,1.0
69.0,Private,165017.0,Highschool,Widowed,Machine-op-inspct,White,Male,132795.35766820703,40.0,1.0
23.0,Private,211046.0,Highschool,Never-married,Sales,White,Female,47782.33851312513,40.0,1.0
26.0,State-gov,203279.0,Doctorate,Never-married,Prof-specialty,Asian-Pac-Islander,Male,24399.68220582983,50.0,1.0
48.0,Private,161187.0,Highschool,Never-married,Adm-clerical,White,Female,2463.0,40.0,1.0
34.0,Private,394447.0,Bachelors,Never-married,Prof-specialty,White,Male,2463.0,50.0,1.0
36.0,Private,100681.0,College,Never-married,Adm-clerical,White,Male,2463.0,40.0,1.0
34.0,Private,112820.0,Highschool,Separated,Handlers-cleaners,White,Male,67155.69029056779,40.0,1.0
31.0,Private,194293.0,College,Never-married,Adm-clerical,White,Female,2463.0,38.0,1.0
24.0,Private,229393.0,primary school,Never-married,Farming-fishing,White,Male,2463.0,40.0,1.0
38.59288156977323,Private,54042.0,Doctorate,Never-married,Other-service,White,Female,2463.0,35.0,1.0
26.0,Private,333677.0,Bachelors,Never-married,Exec-managerial,White,Male,2463.0,35.0,1.0
30.0,Private,139012.0,Doctorate,Never-married,Adm-clerical,Asian-Pac-Islander,Male,2463.0,40.0,1.0
61.0,Private,149981.0,Highschool,Married-civ-spouse,Adm-clerical,White,Female,2414.0,5.0,1.0
67.0,Self-emp-not-inc,127543.0,primary school,Married-civ-spouse,Farming-fishing,White,Male,2414.0,80.0,1.0
67.0,,188903.0,primary school,Married-civ-spouse,,White,Male,10265.14232410076,40.0,1.0
68.0,Self-emp-not-inc,195881.0,Highschool,Married-civ-spouse,Farming-fishing,White,Male,2414.0,40.0,1.0
Never-worked,Never-worked,Never-worked,Never-worked,Never-worked,Never-worked,Never-worked,Never-worked,Never-worked,Never-worked,Never-worked
65.0,,404601.0,Highschool,Married-civ-spouse,,White,Male,2414.0,30.0,1.0
59.0,Private,328525.0,Highschool,Married-civ-spouse,Adm-clerical,White,Male,2414.0,15.0,1.0
72.0,Private,156310.0,primary school,Married-civ-spouse,Other-service,White,Male,18718.13441897428,12.0,1.0
30.0,Private,59496.0,Bachelors,Married-civ-spouse,Sales,White,Male,2407.0,40.0,1.0
50.0,Self-emp-not-inc,30653.0,Masters,Married-civ-spouse,Farming-fishing,White,Male,100448.83658070333,98.0,1.0
38.59288156977323,Private,234901.0,College,Married-civ-spouse,Craft-repair,White,Male,2407.0,40.0,1.0
39.0,Private,328466.0,primary school,Married-civ-spouse,Other-service,White,Male,70010.9716806326,70.0,1.0
31.0,Private,211334.0,College,Married-civ-spouse,Craft-repair,White,Male,2407.0,65.0,1.0
26.0,Private,143068.0,College,Married-civ-spouse,Exec-managerial,White,Male,2407.0,50.0,1.0
25.0,Private,297154.0,Highschool,Married-civ-spouse,Handlers-cleaners,White,Male,63286.47622208018,40.0,1.0
28.0,Private,38309.0,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,2407.0,40.0,1.0
42.0,Private,212894.0,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,2407.0,40.0,1.0
45.0,Private,358886.0,primary school,Married-civ-spouse,Adm-clerical,White,Male,252000.94526532048,50.0,1.0
42.0,Private,322385.0,Doctorate,Married-civ-spouse,Machine-op-inspct,White,Male,2407.0,40.0,1.0
53.0,Private,178356.0,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,55572.856444654695,99.0,1.0
24.0,Private,41838.0,College,Married-civ-spouse,Craft-repair,White,Male,2407.0,40.0,1.0
32.0,Private,178615.0,Highschool,Married-civ-spouse,Craft-repair,White,Male,2407.0,40.0,1.0
22.0,Private,190968.0,College,Married-civ-spouse,Craft-repair,White,Male,2407.0,40.0,1.0
36.0,Self-emp-not-inc,224886.0,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,2407.0,40.0,1.0
55.0,Private,202220.0,Highschool,Married-civ-spouse,Other-service,Black,Female,14522.377338610046,35.0,1.0
38.59288156977323,Private,251180.0,primary school,Married-civ-spouse,Transport-moving,White,Male,2407.0,50.0,1.0
59.0,,160662.0,Highschool,Married-civ-spouse,,White,Male,68567.47067243567,60.0,1.0
69.0,Private,130060.0,Highschool,Separated,Transport-moving,Black,Female,2387.0,40.0,1.0
25.0,Private,173212.0,Doctorate,Never-married,Farming-fishing,White,Male,16293.49630410184,45.0,1.0
44.0,Private,83508.0,Doctorate,Divorced,Prof-specialty,White,Female,2354.0,99.0,1.0
24.0,Private,180060.0,Doctorate,Never-married,Craft-repair,White,Male,2354.0,90.0,1.0
42.0,Private,30824.0,Masters,Divorced,Prof-specialty,White,Female,37026.57146298063,16.0,1.0
44.0,Federal-gov,240628.0,Doctorate,Divorced,Exec-managerial,White,Female,45522.021300633525,40.0,1.0
38.0,Private,203761.0,Doctorate,Never-married,Tech-support,White,Female,2354.0,40.0,1.0
37.0,Private,196529.0,College,Widowed,Other-service,White,Female,2354.0,40.0,1.0
28.0,Private,112403.0,Highschool,Never-married,Craft-repair,White,Male,2354.0,40.0,1.0
35.0,Private,183898.0,Highschool,Divorced,Craft-repair,White,Male,2354.0,40.0,1.0
41.0,Private,322980.0,Highschool,Separated,Adm-clerical,Black,Male,11506.003335483165,40.0,1.0
26.0,Private,195734.0,Highschool,Never-married,Adm-clerical,White,Female,40703.69254296787,40.0,1.0
68.0,Federal-gov,232151.0,College,Divorced,Adm-clerical,Black,Female,2346.0,40.0,1.0
75.0,Self-emp-not-inc,242108.0,Highschool,Divorced,Sales,White,Male,2346.0,15.0,1.0
72.0,Private,97304.0,Highschool,Separated,Machine-op-inspct,White,Male,2346.0,40.0,1.0
69.0,Private,130413.0,Bachelors,Widowed,Exec-managerial,White,Female,2346.0,15.0,1.0
65.0,Private,105116.0,College,Widowed,Adm-clerical,White,Female,2346.0,40.0,1.0
70.0,Private,237065.0,primary school,Widowed,Other-service,White,Female,22760.634038033768,40.0,1.0
71.0,Private,269708.0,Bachelors,Divorced,Tech-support,White,Female,2329.0,16.0,1.0
67.0,,183374.0,Highschool,Widowed,,White,Female,2329.0,15.0,1.0
70.0,Self-emp-not-inc,280639.0,Highschool,Widowed,Other-service,White,Female,2329.0,20.0,1.0
65.0,,315728.0,Highschool,Widowed,,White,Female,2329.0,75.0,1.0
72.0,Private,107814.0,Masters,Never-married,Prof-specialty,White,Male,2329.0,60.0,1.0
78.0,Private,135566.0,Highschool,Widowed,Sales,White,Female,41913.42876979787,40.84911056634609,1.0
65.0,Private,192133.0,Highschool,Married-civ-spouse,Craft-repair,White,Male,56189.37470354544,40.0,1.0
63.0,Self-emp-not-inc,179400.0,Highschool,Married-civ-spouse,Craft-repair,White,Male,2290.0,20.0,1.0
66.0,Self-emp-not-inc,174995.0,Doctorate,Married-civ-spouse,Craft-repair,White,Male,2290.0,30.0,1.0
65.0,Self-emp-not-inc,78875.0,College,Married-civ-spouse,Exec-managerial,White,Male,2290.0,40.0,1.0
72.0,Local-gov,259762.0,Highschool,Married-civ-spouse,Exec-managerial,White,Male,2399.9343997049064,10.0,1.0
73.0,Local-gov,232871.0,primary school,Married-civ-spouse,Armed-Forces,White,Male,117313.91705740562,10.0,1.0
60.0,Private,39952.0,primary school,Married-civ-spouse,Machine-op-inspct,White,Male,168928.06964414832,40.84911056634609,1.0
78.0,,27979.0,Highschool,Married-civ-spouse,,White,Male,17095.23005372458,32.0,1.0
38.59288156977323,,207627.0,Highschool,Married-civ-spouse,,White,Male,2228.0,24.0,1.0
55.0,Self-emp-not-inc,105582.0,Masters,Married-civ-spouse,Sales,White,Male,2228.0,50.0,1.0
28.0,Private,89718.0,Highschool,Never-married,Sales,White,Female,2202.0,48.0,1.0
31.0,Private,19302.0,Doctorate,Never-married,Adm-clerical,White,Male,61255.49890153232,38.0,1.0
29.0,Self-emp-not-inc,189346.0,College,Divorced,Craft-repair,White,Male,2202.0,50.0,1.0
53.0,Private,233780.0,Doctorate,Divorced,Adm-clerical,Black,Female,2202.0,40.0,1.0
58.0,Self-emp-inc,21626.0,Doctorate,Divorced,Sales,White,Male,2202.0,56.0,1.0
38.59288156977323,Private,221966.0,Bachelors,Never-married,Prof-specialty,White,Male,2202.0,50.0,1.0
44.0,Self-emp-inc,56236.0,College,Never-married,Exec-managerial,Black,Male,2202.0,45.0,1.0
55.0,Private,195329.0,Highschool,Widowed,Other-service,White,Female,40798.40531943882,35.0,1.0
23.0,Private,565313.0,College,Never-married,Other-service,Black,Male,2202.0,80.0,1.0
29.0,Private,163003.0,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,19492.831749596928,40.0,1.0
39.0,Local-gov,163278.0,College,Never-married,Adm-clerical,White,Female,2202.0,44.0,1.0
28.0,Local-gov,50512.0,Bachelors,Never-married,Prof-specialty,White,Female,2202.0,50.0,1.0
50.0,Local-gov,157043.0,Masters,Divorced,Prof-specialty,Black,Female,2202.0,30.0,1.0
38.0,Private,108140.0,Bachelors,Never-married,Exec-managerial,White,Male,10777.648846891416,45.0,1.0
24.0,Private,72119.0,Bachelors,Never-married,Adm-clerical,White,Male,2202.0,30.0,1.0
22.0,Private,205939.0,Bachelors,Never-married,Exec-managerial,White,Male,2202.0,4.0,1.0
17.0,Private,175024.0,primary school,Never-married,Handlers-cleaners,White,Male,16356.870414380688,18.0,1.0
49.0,,261059.0,primary school,Separated,,White,Male,2176.0,40.0,1.0
20.0,Private,56322.0,College,Never-married,Other-service,White,Male,2176.0,25.0,1.0
18.0,Private,376647.0,Highschool,Never-married,Handlers-cleaners,White,Male,18605.32814241412,25.0,1.0
38.59288156977323,Private,201603.0,Highschool,Never-married,Machine-op-inspct,White,Male,2176.0,40.0,1.0
20.0,Private,169600.0,College,Never-married,Prof-specialty,White,Female,2176.0,12.0,1.0
21.0,Private,83033.0,College,Never-married,Adm-clerical,White,Female,2176.0,40.84911056634609,1.0
20.0,Private,286391.0,College,Never-married,Adm-clerical,White,Female,11079.500856799372,20.0,1.0
28.0,Self-emp-not-inc,315417.0,Doctorate,Never-married,Prof-specialty,White,Male,2176.0,40.0,1.0
19.0,Private,42069.0,Highschool,Never-married,Transport-moving,White,Male,2176.0,45.0,1.0
36.0,Private,177907.0,Bachelors,Never-married,Other-service,White,Male,2176.0,20.0,1.0
63.0,Private,169983.0,primary school,Widowed,Sales,White,Female,39116.364946744594,30.0,1.0
33.0,Private,190511.0,primary school,Divorced,Handlers-cleaners,White,Male,2176.0,35.0,1.0
25.0,Private,176047.0,Highschool,Never-married,Machine-op-inspct,White,Female,2176.0,40.0,1.0
21.0,,175166.0,College,Never-married,,White,Female,2176.0,40.0,1.0
38.59288156977323,Private,60981.0,College,Never-married,Sales,White,Female,2176.0,35.0,1.0
48.0,Private,189462.0,College,Divorced,Handlers-cleaners,White,Male,74667.0163108189,40.0,1.0
27.0,Private,177955.0,primary school,Never-married,Armed-Forces,White,Female,67310.87414929442,40.0,1.0
39.0,Private,339442.0,Highschool,Separated,Machine-op-inspct,Black,Male,2176.0,40.0,1.0
20.0,Private,26842.0,College,Never-married,Machine-op-inspct,White,Female,2176.0,40.0,1.0
18.0,Private,206008.0,College,Never-married,Sales,White,Male,2176.0,40.0,1.0
38.59288156977323,Private,141626.0,College,Never-married,Tech-support,White,Male,2176.0,20.0,1.0
21.0,Private,213015.0,Highschool,Never-married,Handlers-cleaners,Black,Male,2176.0,40.0,1.0
39.0,State-gov,77516.0,Bachelors,Never-married,Adm-clerical,White,Male,2174.0,40.0,1.0
40.0,Self-emp-not-inc,204116.0,Bachelors,Separated,Prof-specialty,White,Female,2174.0,40.0,1.0
25.0,Private,200408.0,College,Never-married,Tech-support,White,Male,2174.0,40.84911056634609,1.0
29.0,Private,177119.0,Doctorate,Divorced,Tech-support,White,Female,17528.47607280131,45.0,1.0
41.0,Private,107306.0,Highschool,Never-married,Exec-managerial,White,Male,85623.58217800711,40.0,1.0
23.0,Private,107578.0,Bachelors,Never-married,Adm-clerical,White,Female,2174.0,40.84911056634609,1.0
28.0,Private,56179.0,College,Never-married,Exec-managerial,White,Male,2174.0,55.0,1.0
38.59288156977323,Private,176101.0,College,Never-married,Craft-repair,White,Male,2174.0,60.0,1.0
39.0,Private,190466.0,Highschool,Divorced,Craft-repair,White,Male,16029.70807650921,40.0,1.0
33.0,Private,164707.0,Doctorate,Never-married,Exec-managerial,White,Female,2174.0,55.0,1.0
28.0,Private,32291.0,Bachelors,Never-married,Prof-specialty,White,Female,2174.0,40.0,1.0
39.0,Private,115418.0,College,Never-married,Adm-clerical,White,Female,2174.0,45.0,1.0
26.0,Local-gov,425092.0,Masters,Never-married,Prof-specialty,White,Female,51669.3789899064,40.0,1.0
29.0,Self-emp-not-inc,151476.0,Doctorate,Never-married,Adm-clerical,White,Female,5444.47177351567,40.0,1.0
32.0,Federal-gov,191385.0,Doctorate,Divorced,Armed-Forces,White,Male,2174.0,40.0,1.0
36.0,Self-emp-not-inc,219611.0,Bachelors,Never-married,Sales,Black,Female,2174.0,50.0,1.0
34.0,Private,133503.0,College,Divorced,Transport-moving,White,Male,25936.68416098224,40.0,1.0
29.0,Private,196116.0,Doctorate,Divorced,Prof-specialty,White,Female,2174.0,72.0,1.0
40.0,Private,149102.0,Highschool,Separated,Handlers-cleaners,White,Male,2174.0,60.0,1.0
58.0,Private,106546.0,Highschool,Divorced,Adm-clerical,White,Female,36128.04774987778,40.84911056634609,1.0
57.0,State-gov,25045.0,Bachelors,Divorced,Adm-clerical,White,Male,2174.0,37.0,1.0
24.0,Private,163665.0,Highschool,Never-married,Other-service,White,Female,2174.0,40.0,1.0
32.0,Private,107793.0,Highschool,Divorced,Other-service,White,Male,2174.0,40.0,1.0
41.0,Private,204682.0,Highschool,Divorced,Craft-repair,White,Male,2174.0,40.0,1.0
27.0,Private,191628.0,Highschool,Never-married,Transport-moving,Black,Male,2174.0,40.0,1.0
37.0,Private,177858.0,College,Never-married,Exec-managerial,White,Male,2174.0,40.0,1.0
48.0,Private,245948.0,Highschool,Never-married,Machine-op-inspct,Black,Female,15924.256769209393,40.0,1.0
57.0,Private,206343.0,Highschool,Separated,Machine-op-inspct,White,Male,2174.0,40.0,1.0
38.59288156977323,Private,115411.0,College,Divorced,Sales,White,Male,2174.0,45.0,1.0
26.0,Private,258768.0,College,Never-married,Transport-moving,Black,Male,57458.86285754166,75.0,1.0
63.0,Private,125954.0,Highschool,Never-married,Machine-op-inspct,White,Male,111085.25801985092,40.0,1.0
45.0,Private,138626.0,Doctorate,Divorced,Exec-managerial,White,Male,2174.0,50.0,1.0
21.0,Private,100462.0,Doctorate,Never-married,Exec-managerial,White,Female,2174.0,60.0,1.0
31.0,Private,187560.0,Highschool,Never-married,Adm-clerical,White,Male,177895.52907414729,40.0,1.0
28.0,Private,46987.0,Doctorate,Never-married,Tech-support,White,Female,12868.556290646273,36.0,1.0
62.0,Private,194167.0,Highschool,Divorced,Machine-op-inspct,White,Female,54150.98029668722,40.0,1.0
41.0,Private,45156.0,Highschool,Never-married,Machine-op-inspct,White,Male,2174.0,41.0,1.0
29.0,Federal-gov,37933.0,College,Never-married,Adm-clerical,Black,Female,2174.0,40.0,1.0
24.0,Private,254293.0,Bachelors,Never-married,Exec-managerial,White,Male,73265.48059748056,45.0,1.0
29.0,Private,189565.0,Highschool,Never-married,Exec-managerial,White,Male,2174.0,50.0,1.0
43.0,Federal-gov,134026.0,College,Never-married,Adm-clerical,White,Male,2174.0,40.0,1.0
47.0,Private,223342.0,Highschool,Widowed,Adm-clerical,White,Female,2174.0,40.0,1.0
25.0,Private,139012.0,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,33414.65348734782,40.0,1.0
32.0,Self-emp-not-inc,261056.0,Bachelors,Never-married,Prof-specialty,Black,Female,2174.0,60.0,1.0
43.0,Private,187702.0,College,Never-married,Other-service,White,Male,179305.39391408602,45.0,1.0
38.59288156977323,Private,198587.0,College,Never-married,Tech-support,Black,Female,2174.0,50.0,1.0
27.0,State-gov,192257.0,Highschool,Never-married,Armed-Forces,White,Male,81781.58745386917,40.0,1.0
27.0,Local-gov,162404.0,Highschool,Never-married,Armed-Forces,Black,Male,2174.0,40.0,1.0
51.0,Private,246519.0,primary school,Married-civ-spouse,Handlers-cleaners,White,Male,2105.0,45.0,1.0
31.0,Private,209448.0,primary school,Married-civ-spouse,Farming-fishing,White,Male,2105.0,40.0,1.0
63.0,Private,135339.0,Highschool,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,2105.0,40.0,1.0
23.0,Private,222925.0,Highschool,Married-civ-spouse,Machine-op-inspct,White,Female,2105.0,40.0,1.0
24.0,Private,254767.0,primary school,Married-civ-spouse,Farming-fishing,White,Male,2105.0,50.0,1.0
21.0,,357029.0,College,Married-civ-spouse,,Black,Female,18441.81628078981,20.0,1.0
52.0,Private,152373.0,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,2105.0,40.0,1.0
37.0,Self-emp-not-inc,154641.0,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,2105.0,50.0,1.0
33.0,Local-gov,365908.0,Highschool,Married-civ-spouse,Other-service,Black,Male,2105.0,40.0,1.0
81.0,Private,114670.0,primary school,Widowed,Armed-Forces,Black,Female,11813.935968175863,5.0,1.0
67.0,Private,172756.0,primary school,Widowed,Machine-op-inspct,White,Female,2062.0,34.0,1.0
66.0,Private,127921.0,Highschool,Never-married,Transport-moving,White,Male,120444.06208181124,55.0,1.0
67.0,,407618.0,primary school,Divorced,,White,Female,2050.0,40.0,1.0
69.0,Private,541737.0,College,Widowed,Adm-clerical,White,Female,118876.47139811392,24.0,1.0
66.0,,306178.0,primary school,Divorced,,White,Male,2050.0,40.0,1.0
71.0,Local-gov,303860.0,Masters,Widowed,Exec-managerial,White,Male,2050.0,20.0,1.0
46.0,Self-emp-inc,110702.0,College,Divorced,Exec-managerial,White,Female,2036.0,60.0,1.0
34.0,Private,245211.0,Highschool,Never-married,Craft-repair,White,Male,2036.0,30.0,1.0
38.0,State-gov,103925.0,Highschool,Divorced,Other-service,White,Female,2036.0,20.0,1.0
38.59288156977323,Private,376683.0,College,Never-married,Other-service,Black,Female,2036.0,30.0,1.0
67.0,Local-gov,342175.0,Masters,Divorced,Adm-clerical,White,Female,3687.379112327736,40.0,1.0
65.0,Local-gov,153890.0,primary school,Widowed,Exec-managerial,White,Male,2009.0,44.0,1.0
70.0,,163057.0,Highschool,Widowed,,White,Female,26847.20877494371,40.0,1.0
69.0,Private,106595.0,Highschool,Widowed,Adm-clerical,White,Female,1848.0,40.0,1.0
69.0,Private,177374.0,Highschool,Widowed,Adm-clerical,White,Female,1848.0,12.0,1.0
65.0,Private,172510.0,College,Widowed,Prof-specialty,White,Female,9257.56532481663,20.0,1.0
65.0,Private,80174.0,Highschool,Divorced,Exec-managerial,White,Female,1848.0,50.0,1.0
69.0,Self-emp-not-inc,29980.0,primary school,Never-married,Farming-fishing,White,Male,1848.0,10.0,1.0
69.0,,320280.0,College,Never-married,,White,Male,1848.0,1.0,1.0
38.59288156977323,Private,162189.0,Highschool,Never-married,Machine-op-inspct,White,Female,1831.0,40.0,1.0
33.0,State-gov,73296.0,Highschool,Never-married,Other-service,Black,Female,1831.0,90.0,1.0
44.0,Private,126199.0,College,Divorced,Transport-moving,White,Male,1831.0,50.0,1.0
36.0,Private,353524.0,Highschool,Divorced,Exec-managerial,White,Female,1831.0,40.0,1.0
29.0,Private,326330.0,College,Divorced,Exec-managerial,White,Female,1831.0,40.0,1.0
40.0,Private,341204.0,College,Divorced,Exec-managerial,White,Female,112355.8519052712,30.0,1.0
47.0,State-gov,108890.0,Highschool,Divorced,Adm-clerical,White,Female,1831.0,38.0,1.0
65.0,,299494.0,primary school,Married-civ-spouse,,White,Male,23081.039879090265,40.0,1.0
38.59288156977323,Private,141181.0,primary school,Married-civ-spouse,Adm-clerical,White,Male,1797.0,40.0,1.0
67.0,Private,101132.0,primary school,Married-civ-spouse,Craft-repair,White,Male,1797.0,40.0,1.0
65.0,Self-emp-not-inc,131417.0,primary school,Married-civ-spouse,Farming-fishing,White,Male,1797.0,21.0,1.0
74.0,,33114.0,primary school,Married-civ-spouse,,Amer-Indian-Eskimo,Male,1797.0,30.0,1.0
78.0,Private,184759.0,primary school,Married-civ-spouse,Handlers-cleaners,White,Male,41001.50386978397,15.0,1.0
67.0,Self-emp-not-inc,252842.0,Highschool,Married-civ-spouse,Farming-fishing,White,Male,1797.0,20.0,1.0
34.0,Private,104509.0,Doctorate,Never-married,Prof-specialty,White,Female,1639.0,20.0,1.0
45.0,Local-gov,339681.0,Masters,Divorced,Prof-specialty,White,Female,1506.0,45.0,1.0
46.0,State-gov,106705.0,College,Divorced,Prof-specialty,White,Female,116330.94340934428,50.0,1.0
36.0,Private,135293.0,Bachelors,Divorced,Prof-specialty,White,Female,1506.0,45.0,1.0
38.59288156977323,Private,239723.0,College,Separated,Craft-repair,White,Female,1506.0,45.0,1.0
39.0,Private,99357.0,Masters,Divorced,Prof-specialty,White,Female,23740.933117438548,40.0,1.0
41.0,Private,283116.0,Highschool,Divorced,Craft-repair,White,Female,1506.0,50.0,1.0
40.0,Self-emp-inc,50644.0,Doctorate,Divorced,Sales,White,Female,1506.0,40.0,1.0
37.0,Private,257042.0,Highschool,Divorced,Craft-repair,White,Male,1506.0,40.0,1.0
39.0,Private,58972.0,Doctorate,Divorced,Exec-managerial,White,Male,1506.0,40.0,1.0
49.0,Private,48120.0,Highschool,Never-married,Transport-moving,Black,Female,41714.56241562267,40.0,1.0
40.0,State-gov,150874.0,Masters,Divorced,Exec-managerial,White,Female,38154.44025196271,40.0,1.0
43.0,State-gov,241506.0,Bachelors,Divorced,Prof-specialty,White,Female,1506.0,36.0,1.0
49.0,Private,50748.0,Bachelors,Widowed,Prof-specialty,White,Female,1506.0,35.0,1.0
42.0,Private,384508.0,primary school,Divorced,Sales,White,Male,1506.0,50.0,1.0
41.0,Federal-gov,160467.0,Masters,Divorced,Prof-specialty,White,Female,1506.0,40.0,1.0
61.0,Local-gov,101265.0,Highschool,Widowed,Adm-clerical,White,Female,1471.0,35.0,1.0
34.0,Federal-gov,67083.0,Bachelors,Never-married,Exec-managerial,Asian-Pac-Islander,Male,1471.0,40.0,1.0
32.0,Private,197457.0,Highschool,Divorced,Tech-support,White,Female,41612.03440883818,38.0,1.0
33.0,Private,288273.0,primary school,Separated,Adm-clerical,White,Female,1471.0,40.0,1.0
38.59288156977323,Federal-gov,497486.0,Highschool,Separated,Adm-clerical,White,Female,1471.0,40.0,1.0
53.0,Private,95540.0,College,Divorced,Adm-clerical,White,Female,1471.0,40.0,1.0
40.0,Private,260425.0,Doctorate,Separated,Tech-support,White,Female,1471.0,82.0,1.0
72.0,Private,157593.0,Bachelors,Married-civ-spouse,Sales,White,Male,101861.36979944516,6.0,1.0
69.0,Private,88566.0,primary school,Married-civ-spouse,Other-service,White,Male,77170.78995738848,35.0,1.0
76.0,Private,93125.0,Highschool,Married-civ-spouse,Sales,White,Male,1424.0,24.0,1.0
69.0,Local-gov,61958.0,Highschool,Married-civ-spouse,Craft-repair,White,Male,1424.0,6.0,1.0
66.0,Self-emp-not-inc,167687.0,Highschool,Married-civ-spouse,Farming-fishing,White,Male,3795.631486955407,50.0,1.0
66.0,Self-emp-inc,150726.0,primary school,Married-civ-spouse,Exec-managerial,White,Male,1409.0,1.0,1.0
66.0,Self-emp-not-inc,293114.0,Highschool,Married-civ-spouse,Farming-fishing,White,Male,1409.0,40.0,1.0
38.59288156977323,,164849.0,primary school,Married-civ-spouse,,Black,Male,1409.0,5.0,1.0
68.0,,117542.0,Highschool,Married-civ-spouse,,White,Male,1409.0,15.0,1.0
79.0,,142171.0,primary school,Married-civ-spouse,,White,Male,1409.0,35.0,1.0
80.0,Self-emp-not-inc,225892.0,Highschool,Married-civ-spouse,Other-service,White,Male,1409.0,40.0,1.0
76.0,,79445.0,primary school,Married-civ-spouse,,White,Male,1173.0,40.0,1.0
73.0,Private,105886.0,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,127719.6856519155,75.0,1.0
57.0,,202903.0,primary school,Married-civ-spouse,,White,Female,1173.0,45.0,1.0
42.0,Self-emp-inc,184018.0,Highschool,Divorced,Sales,White,Male,142500.3095092401,50.0,1.0
35.0,Private,342824.0,Highschool,Never-married,Tech-support,White,Female,1151.0,40.0,1.0
38.0,Private,275338.0,Bachelors,Divorced,Sales,White,Female,1151.0,40.0,1.0
37.0,Local-gov,80680.0,Bachelors,Divorced,Prof-specialty,White,Female,1160.0498666092303,35.0,1.0
30.0,Private,149368.0,Highschool,Divorced,Sales,White,Male,15299.577505768606,30.0,1.0
24.0,Local-gov,187397.0,College,Never-married,Armed-Forces,Other,Male,1151.0,40.0,1.0
44.0,Private,155472.0,Doctorate,Never-married,Prof-specialty,Black,Female,4754.6904981119005,50.0,1.0
34.0,Private,130369.0,Highschool,Divorced,Transport-moving,White,Female,1151.0,48.0,1.0
70.0,,167358.0,primary school,Widowed,,White,Female,1111.0,15.0,1.0
66.0,,160995.0,primary school,Divorced,,White,Female,1086.0,20.0,1.0
78.0,,135839.0,Highschool,Widowed,,White,Female,1086.0,20.0,1.0
67.0,,102693.0,Highschool,Widowed,,White,Male,1086.0,35.0,1.0
65.0,Self-emp-not-inc,99359.0,Doctorate,Never-married,Prof-specialty,White,Male,1086.0,60.0,1.0
17.0,Private,191260.0,primary school,Never-married,Other-service,White,Male,85943.28670860497,24.0,1.0
26.0,Local-gov,208122.0,Bachelors,Never-married,Prof-specialty,White,Male,184184.864641232,40.0,1.0
21.0,,149704.0,Highschool,Never-married,,White,Female,63455.83694097219,40.0,1.0
17.0,,333100.0,primary school,Never-married,,White,Male,5274.026588278415,30.0,1.0
20.0,,206671.0,College,Never-married,,White,Male,1055.0,50.0,1.0
17.0,Private,103851.0,primary school,Never-married,Adm-clerical,White,Female,66547.23209572936,20.0,1.0
64.0,Self-emp-not-inc,177825.0,Highschool,Never-married,Other-service,White,Male,1055.0,40.0,1.0
19.0,,37332.0,Highschool,Never-married,,White,Female,1055.0,12.0,1.0
17.0,Private,130125.0,primary school,Never-married,Other-service,Amer-Indian-Eskimo,Female,1055.0,20.0,1.0
33.0,Private,170651.0,Highschool,Never-married,Other-service,White,Female,1055.0,40.0,1.0
33.0,Local-gov,161942.0,Bachelors,Never-married,Adm-clerical,White,Female,48994.56543535615,40.0,1.0
18.0,Private,125441.0,primary school,Never-married,Other-service,White,Male,1055.0,20.0,1.0
19.0,Private,123416.0,primary school,Separated,Prof-specialty,White,Female,1055.0,40.0,1.0
18.0,Private,186909.0,Highschool,Never-married,Sales,White,Female,1055.0,30.0,1.0
21.0,Private,223352.0,Highschool,Never-married,Other-service,White,Female,1055.0,30.0,1.0
