age,workclass,final_pop_weight,education,marital_status,occupation,race,sex,capital_gain,work_hours_per_week,native_country,income
36.0,State-gov,86805,College,Married-civ-spouse,Exec-managerial,White,Female,8735.620047430337,39,United-States,0.0
41.0,Self-emp-not-inc,100800,Masters,Married-civ-spouse,Exec-managerial,White,Male,13324.02505931527,70,United-States,0.0
60.0,Private,282923,College,Married-civ-spouse,Prof-specialty,White,Male,26364.43785385876,40,United-States,0.0
45.0,Private,174533,College,Married-civ-spouse,Transport-moving,White,Male,7298.0,50,United-States,0.0
44.0,Self-emp-not-inc,127482,Highschool,Married-civ-spouse,Craft-repair,White,Male,7298.0,50,England,0.0
34.0,Private,252646,College,Married-civ-spouse,Prof-specialty,White,Male,7298.0,50,United-States,0.0
51.0,Private,137815,College,Married-civ-spouse,Adm-clerical,White,Male,10291.406679785625,40,United-States,0.0
35.0,Federal-gov,49657,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,8167.846024313645,40,United-States,0.0
54.0,Private,35557,College,Married-civ-spouse,Sales,White,Male,159307.74365500797,50,United-States,0.0
53.0,Private,386773,Highschool,Married-civ-spouse,Craft-repair,White,Male,12419.995577028498,40,United-States,0.0
51.0,Private,162745,Highschool,Married-civ-spouse,Craft-repair,White,Male,63224.29855181951,50,United-States,0.0
40.0,Self-emp-not-inc,26892,Bachelors,Separated,Prof-specialty,White,Male,7298.0,50,United-States,0.0
42.0,Private,149210,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,7298.0,45,United-States,0.0
50.0,Self-emp-inc,155574,Masters,Married-civ-spouse,Prof-specialty,White,Male,7298.0,50,United-States,0.0
51.0,Private,48343,Masters,Married-civ-spouse,Exec-managerial,White,Male,13781.958195606188,50,United-States,0.0
33.0,Private,188246,Masters,Married-civ-spouse,Exec-managerial,White,Male,7298.0,45,United-States,0.0
48.0,Private,83444,Highschool,Married-civ-spouse,Prof-specialty,White,Male,7298.0,40,United-States,0.0
40.0,Private,124747,Highschool,Married-civ-spouse,Craft-repair,White,Female,7298.0,40,United-States,0.0
36.0,Private,169426,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,7298.0,40,United-States,0.0
27.0,Private,190525,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,11298.540162660873,55,United-States,0.0
37.0,Private,263094,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298.0,40,United-States,0.0
54.0,Self-emp-inc,357596,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298.0,55,United-States,0.0
36.0,Private,171393,Masters,Married-civ-spouse,Prof-specialty,White,Male,7298.0,55,United-States,0.0
46.0,Private,98637,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298.0,50,United-States,0.0
38.0,Private,43712,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,7298.0,60,United-States,0.0
38.0,Private,122076,College,Married-civ-spouse,Transport-moving,White,Male,7298.0,43,United-States,0.0
45.0,Private,192776,Bachelors,Married-civ-spouse,Craft-repair,White,Male,7298.0,55,United-States,0.0
48.0,Private,248254,College,Married-civ-spouse,Prof-specialty,White,Female,7298.0,40,United-States,0.0
60.0,Private,178312,Highschool,Married-civ-spouse,Sales,White,Male,7298.0,65,United-States,0.0
,Self-emp-inc,78104,College,Married-civ-spouse,Exec-managerial,White,Male,171538.8500016835,60,United-States,0.0
42.0,Private,171424,Bachelors,Married-civ-spouse,Tech-support,White,Male,7298.0,-1,United-States,0.0
51.0,Private,138852,Highschool,Married-civ-spouse,Other-service,White,Male,22211.46810489919,40,El-Salvador,0.0
42.0,Federal-gov,34218,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298.0,50,United-States,0.0
44.0,Private,235786,College,Married-civ-spouse,Prof-specialty,White,Male,7298.0,45,United-States,0.0
32.0,Private,195000,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298.0,45,United-States,0.0
60.0,Federal-gov,119832,College,Married-civ-spouse,Adm-clerical,White,Male,7298.0,40,United-States,0.0
49.0,Private,195612,College,Married-civ-spouse,Exec-managerial,White,Male,7298.0,40,United-States,0.0
31.0,State-gov,373432,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,7298.0,55,United-States,0.0
45.0,Private,25649,College,Married-civ-spouse,Transport-moving,White,Male,7298.0,50,United-States,0.0
55.0,Private,227856,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,158812.7227057658,60,United-States,0.0
61.0,Private,81132,primary school,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,7298.0,40,Philippines,0.0
57.0,Local-gov,189824,College,Married-civ-spouse,Handlers-cleaners,Black,Male,7298.0,40,United-States,0.0
47.0,Private,168232,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,148181.55087321217,40,United-States,0.0
40.0,Private,254478,College,Married-civ-spouse,Craft-repair,White,Male,63601.85019194947,50,United-States,0.0
47.0,Private,334039,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,7298.0,44,United-States,0.0
29.0,Private,112847,Doctorate,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,7298.0,32,United-States,0.0
52.0,Local-gov,199995,Masters,Married-civ-spouse,Exec-managerial,White,Male,7298.0,60,United-States,0.0
28.0,Private,207513,Bachelors,Married-civ-spouse,Sales,White,Male,96707.33902896845,42,United-States,0.0
30.0,Private,430283,Highschool,Married-civ-spouse,Adm-clerical,White,Female,7298.0,40,United-States,0.0
35.0,Private,75855,Masters,Married-civ-spouse,Prof-specialty,Black,Male,7298.0,40,?,0.0
28.0,Local-gov,33662,Masters,Married-civ-spouse,Prof-specialty,White,Female,7298.0,40,United-States,0.0
36.0,State-gov,179488,Bachelors,Married-civ-spouse,Armed-Forces,White,Male,7298.0,55,United-States,0.0
41.0,State-gov,106900,Masters,Married-civ-spouse,Prof-specialty,White,Male,7298.0,60,United-States,0.0
,Private,176410,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,7298.0,16,United-States,0.0
45.0,Private,170871,Highschool,Married-civ-spouse,Craft-repair,White,Male,13246.2625895762,60,United-States,0.0
38.0,Private,59660,Bachelors,Married-civ-spouse,Sales,White,Male,154832.19277470055,40,United-States,0.0
42.0,Private,161510,Bachelors,Married-civ-spouse,Sales,White,Male,24745.638240889075,40,United-States,0.0
48.0,Self-emp-inc,185041,Highschool,Married-civ-spouse,Craft-repair,White,Male,7298.0,50,United-States,0.0
52.0,Private,200853,Masters,Divorced,Prof-specialty,White,Female,132749.90244844483,60,United-States,1.0
24.0,Private,180060,Masters,Never-married,Exec-managerial,White,Male,6849.0,90,United-States,1.0
34.0,Private,33945,Highschool,Divorced,Craft-repair,White,Male,33431.630957933216,55,United-States,1.0
29.0,Private,190539,Bachelors,Never-married,Sales,White,Male,6849.0,48,United-States,1.0
35.0,,296738,primary school,Separated,?,White,Female,6849.0,60,United-States,1.0
25.0,Private,262778,Bachelors,Never-married,Sales,White,Female,39778.12505155892,50,United-States,1.0
40.0,Local-gov,24763,College,Divorced,Transport-moving,White,Male,6849.0,40,United-States,1.0
28.0,State-gov,38309,Bachelors,Never-married,Prof-specialty,White,Male,6849.0,40,United-States,1.0
59.0,Self-emp-not-inc,241297,College,Widowed,Farming-fishing,White,Female,47870.79758469123,40,United-States,1.0
30.0,Private,189620,College,Divorced,Prof-specialty,White,Female,6849.0,40,England,1.0
26.0,Private,177147,Bachelors,Never-married,Adm-clerical,White,Male,6849.0,65,United-States,1.0
53.0,Private,223660,Highschool,Widowed,Machine-op-inspct,White,Male,6849.0,40,United-States,1.0
40.0,Private,207025,Highschool,Never-married,Adm-clerical,White,Female,11305.43878413499,38,United-States,1.0
39.0,Private,87556,Masters,Never-married,Prof-specialty,White,Male,6849.0,40,United-States,1.0
25.0,Private,194897,Highschool,Never-married,Sales,Amer-Indian-Eskimo,Male,6849.0,40,United-States,1.0
28.0,Private,124680,Bachelors,Never-married,Exec-managerial,White,Female,34395.85398602982,60,United-States,1.0
35.0,Private,139770,Highschool,Never-married,Adm-clerical,White,Female,6849.0,40,United-States,1.0
47.0,Private,266281,primary school,Never-married,Machine-op-inspct,Black,Female,208369.9598980673,40,United-States,1.0
35.0,Private,167735,primary school,Never-married,Craft-repair,White,Male,6849.0,40,United-States,1.0
33.0,Private,108328,College,Never-married,Adm-clerical,White,Female,6849.0,50,United-States,1.0
39.0,Private,106183,Highschool,Divorced,Other-service,Amer-Indian-Eskimo,Female,6849.0,40,United-States,1.0
50.0,State-gov,45961,Bachelors,Separated,Prof-specialty,White,Male,6849.0,40,United-States,1.0
40.0,Private,34113,Highschool,Never-married,Exec-managerial,Amer-Indian-Eskimo,Male,6849.0,43,United-States,1.0
38.0,Private,234298,Bachelors,Divorced,Exec-managerial,White,Male,6849.0,60,United-States,1.0
55.0,State-gov,294395,Doctorate,Widowed,Prof-specialty,White,Female,6849.0,40,United-States,1.0
30.0,Self-emp-not-inc,67072,Bachelors,Separated,Craft-repair,White,Male,11649.196279786223,60,United-States,1.0
35.0,Private,162256,Doctorate,Divorced,Adm-clerical,White,Female,37090.79092873667,40,United-States,1.0
,Private,105200,Highschool,Married-civ-spouse,Armed-Forces,White,Male,6767.0,20,United-States,1.0
65.0,Private,90377,Doctorate,Married-civ-spouse,Farming-fishing,White,Male,6767.0,60,United-States,1.0
90.0,Local-gov,153602,Highschool,Married-civ-spouse,Other-service,White,Male,6767.0,40,United-States,1.0
66.0,,212759,Bachelors,Married-civ-spouse,?,White,Male,48680.43588985953,20,United-States,1.0
74.0,,169303,Highschool,Married-civ-spouse,?,White,Male,6767.0,6,United-States,1.0
72.0,Private,298070,Doctorate,Separated,Other-service,White,Female,6723.0,25,United-States,1.0
65.0,Private,170939,Bachelors,Divorced,Prof-specialty,White,Male,6723.0,40,United-States,1.0
,Private,171584,Bachelors,Married-civ-spouse,Armed-Forces,White,Male,6514.0,7,United-States,0.0
65.0,State-gov,209280,Masters,Married-civ-spouse,Prof-specialty,White,Male,6514.0,35,United-States,0.0
65.0,Self-emp-not-inc,223580,College,Married-civ-spouse,Machine-op-inspct,White,Male,6514.0,40,United-States,0.0
71.0,,144872,College,Married-civ-spouse,?,White,Male,6514.0,40,United-States,0.0
,Self-emp-inc,107850,Masters,Married-civ-spouse,Exec-managerial,White,Male,34214.67516893486,40,United-States,0.0
57.0,Private,188872,primary school,Divorced,Transport-moving,White,Male,6497.0,40,United-States,1.0
46.0,Private,182128,Masters,Divorced,Prof-specialty,White,Female,6497.0,50,United-States,1.0
45.0,Local-gov,326064,College,Divorced,Adm-clerical,Black,Female,6497.0,35,United-States,1.0
36.0,Federal-gov,930948,College,Separated,Adm-clerical,Black,Female,6497.0,56,United-States,1.0
35.0,Private,115214,Highschool,Never-married,Machine-op-inspct,White,Male,6497.0,65,United-States,1.0
41.0,Private,200671,Bachelors,Divorced,Transport-moving,Black,Male,6497.0,40,United-States,1.0
38.0,Private,188503,College,Never-married,Adm-clerical,White,Female,6497.0,35,United-States,1.0
49.0,Self-emp-inc,26502,Bachelors,Divorced,Prof-specialty,White,Male,28704.265785760457,45,United-States,1.0
47.0,Private,105273,Bachelors,Widowed,Craft-repair,Black,Female,6497.0,40,United-States,1.0
26.0,Private,214413,primary school,Never-married,Machine-op-inspct,White,Male,6497.0,48,United-States,1.0
46.0,Private,117310,doc,Widowed,Tech-support,White,Female,6497.0,40,United-States,1.0
67.0,,157403,doctorate,Married-civ-spouse,?,White,Male,6418.0,10,United-States,0.0
69.0,Self-emp-inc,169717,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,6418.0,45,United-States,0.0
62.0,,160155,primary school,Married-civ-spouse,?,White,Male,6418.0,40,United-States,0.0
73.0,Self-emp-not-inc,102510,primary school,Married-civ-spouse,Farming-fishing,White,Male,6418.0,99,United-States,0.0
62.0,Private,266624,Highschool,Married-civ-spouse,Farming-fishing,White,Male,6418.0,40,United-States,0.0
67.0,Self-emp-not-inc,123393,Highschool,Married-civ-spouse,Transport-moving,White,Male,6418.0,58,United-States,0.0
65.0,Self-emp-inc,66360,primary school,Married-civ-spouse,Exec-managerial,White,Male,69359.29187390639,35,United-States,0.0
55.0,Private,61708,Highschool,Married-civ-spouse,Adm-clerical,White,Male,8867.212380848603,50,United-States,0.0
70.0,Private,187292,Bachelors,Married-civ-spouse,Handlers-cleaners,White,Male,10159.751050954324,40,United-States,0.0
72.0,Private,496538,Highschool,Widowed,Adm-clerical,White,Female,6360.0,40,United-States,1.0
68.0,Private,50351,Masters,Never-married,Adm-clerical,White,Female,14558.434522960006,20,United-States,1.0
67.0,Local-gov,191800,Bachelors,Divorced,Adm-clerical,Black,Female,6360.0,35,United-States,1.0
71.0,Private,196610,primary school,Widowed,Exec-managerial,White,Male,6097.0,40,United-States,0.0
38.0,Private,168407,College,Divorced,Adm-clerical,White,Female,5721.0,44,United-States,1.0
26.0,Private,101812,Highschool,Never-married,Machine-op-inspct,White,Male,5721.0,40,United-States,1.0
28.0,Local-gov,127491,Highschool,Separated,Adm-clerical,White,Female,5721.0,40,United-States,1.0
66.0,Private,146454,College,Married-civ-spouse,Sales,White,Male,5556.0,40,United-States,0.0
66.0,Private,142624,doc,Married-civ-spouse,Machine-op-inspct,White,Male,5556.0,40,Yugoslavia,0.0
66.0,Self-emp-inc,249043,Bachelors,Married-civ-spouse,Sales,White,Male,5556.0,26,United-States,0.0
,Private,344152,Masters,Married-civ-spouse,Prof-specialty,White,Male,5556.0,50,United-States,0.0
65.0,,115513,Bachelors,Married-civ-spouse,?,White,Male,5556.0,48,United-States,0.0
45.0,Private,189890,doc,Divorced,Prof-specialty,White,Female,55419.96084806216,38,United-States,1.0
42.0,Private,129684,Highschool,Divorced,Exec-managerial,Black,Female,5455.0,50,United-States,1.0
39.0,Private,114678,Highschool,Divorced,Other-service,Black,Female,5455.0,40,United-States,1.0
47.0,Local-gov,247676,Masters,Divorced,Prof-specialty,White,Female,5455.0,45,United-States,1.0
36.0,State-gov,108320,Masters,Divorced,Prof-specialty,White,Male,5455.0,30,United-States,1.0
39.0,Federal-gov,193583,Bachelors,Divorced,Prof-specialty,White,Female,5455.0,60,United-States,1.0
43.0,Self-emp-inc,247981,Highschool,Divorced,Craft-repair,White,Male,60838.72781602735,50,United-States,1.0
45.0,Private,474617,Highschool,Divorced,Sales,Black,Male,5455.0,40,United-States,1.0
37.0,State-gov,252939,Doctorate,Never-married,Prof-specialty,Black,Female,11911.319155551046,40,United-States,1.0
40.0,Local-gov,105862,Bachelors,Divorced,Prof-specialty,White,Female,64854.160973820246,40,United-States,1.0
60.0,Local-gov,48788,Bachelors,Separated,Prof-specialty,White,Female,5455.0,55,United-States,1.0
42.0,Private,159449,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,29606.810339802923,40,United-States,0.0
42.0,Local-gov,97688,College,Married-civ-spouse,Craft-repair,White,Male,63066.56570803146,40,United-States,0.0
36.0,Private,188563,College,Married-civ-spouse,Sales,White,Male,5178.0,50,United-States,0.0
32.0,Private,231043,Highschool,Married-civ-spouse,Craft-repair,White,Male,5178.0,48,United-States,0.0
44.0,Self-emp-inc,320984,College,Married-civ-spouse,Sales,White,Male,5178.0,60,United-States,0.0
50.0,Private,88926,Highschool,Married-civ-spouse,Adm-clerical,White,Female,32968.974527768216,40,United-States,0.0
54.0,Private,206369,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,5178.0,50,United-States,0.0
32.0,Self-emp-inc,244665,Highschool,Married-civ-spouse,Craft-repair,White,Male,5178.0,45,United-States,0.0
61.0,Local-gov,95450,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,53380.25547520579,50,United-States,0.0
51.0,Private,106728,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,5178.0,60,United-States,0.0
40.0,Private,572751,doctorate,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,Mexico,0.0
32.0,Private,107843,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,5178.0,50,United-States,0.0
34.0,Private,275438,College,Married-civ-spouse,Prof-specialty,White,Male,5178.0,40,United-States,0.0
48.0,Local-gov,31264,College,Married-civ-spouse,Exec-managerial,White,Female,5178.0,40,United-States,0.0
45.0,Private,186272,primary school,Married-civ-spouse,Adm-clerical,Black,Male,5178.0,40,United-States,0.0
35.0,Private,46385,Highschool,Married-civ-spouse,Transport-moving,White,Male,198909.6375558955,90,United-States,0.0
41.0,Federal-gov,168294,Highschool,Married-civ-spouse,Adm-clerical,White,Male,5178.0,40,United-States,0.0
31.0,Private,132996,Highschool,Married-civ-spouse,Prof-specialty,White,Male,5178.0,45,United-States,0.0
29.0,Self-emp-not-inc,169544,Highschool,Married-civ-spouse,Transport-moving,White,Male,5178.0,-1,United-States,0.0
37.0,Local-gov,312232,Bachelors,Married-civ-spouse,Armed-Forces,White,Male,146738.22104711915,40,United-States,0.0
26.0,Private,247455,Bachelors,Married-civ-spouse,Sales,White,Female,74188.95087886859,42,United-States,0.0
36.0,Private,175232,Highschool,Married-civ-spouse,Craft-repair,White,Male,147221.57393991444,40,United-States,0.0
42.0,Private,94600,Highschool,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,United-States,0.0
47.0,,109832,Highschool,Married-civ-spouse,?,White,Male,38711.05824452853,30,Canada,0.0
40.0,Private,119101,College,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,United-States,0.0
30.0,Private,164190,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,49409.197279045344,52,United-States,0.0
37.0,Private,220237,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,20877.154287377816,40,United-States,0.0
36.0,Private,247558,doctorate,Married-civ-spouse,Prof-specialty,White,Male,5178.0,60,?,0.0
40.0,Private,198692,College,Married-civ-spouse,Adm-clerical,White,Male,62636.28321176168,60,United-States,0.0
33.0,Private,141841,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,5178.0,40,United-States,0.0
49.0,Private,176814,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,51533.06633380194,40,United-States,0.0
42.0,Local-gov,174575,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,5178.0,40,United-States,0.0
38.0,Private,76878,primary school,Married-civ-spouse,Craft-repair,White,Male,12299.28383705034,40,United-States,0.0
26.0,Private,97153,doc,Married-civ-spouse,Machine-op-inspct,White,Male,44156.89730689106,40,United-States,0.0
54.0,Self-emp-not-inc,172898,doctorate,Married-civ-spouse,Prof-specialty,White,Male,5178.0,50,United-States,0.0
46.0,Private,127089,College,Married-civ-spouse,Prof-specialty,White,Male,108814.94269739004,38,United-States,0.0
,Private,29933,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,37314.64822937852,40,United-States,0.0
25.0,Private,161027,Bachelors,Married-civ-spouse,Tech-support,White,Male,5178.0,40,United-States,0.0
44.0,Private,74680,College,Married-civ-spouse,Craft-repair,White,Male,5178.0,50,United-States,0.0
30.0,Private,186932,primary school,Married-civ-spouse,Prof-specialty,White,Male,207852.6125322014,75,United-States,0.0
25.0,Private,120238,primary school,Married-civ-spouse,Transport-moving,White,Male,5178.0,40,Poland,0.0
37.0,Private,287031,College,Married-civ-spouse,Craft-repair,White,Male,5178.0,75,United-States,0.0
28.0,Private,176683,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,5892.196213113211,50,United-States,0.0
31.0,Private,473133,Masters,Married-civ-spouse,Prof-specialty,White,Male,60472.69126699462,40,United-States,0.0
44.0,Private,99651,Masters,Married-civ-spouse,Exec-managerial,White,Male,5178.0,40,United-States,0.0
44.0,Private,175669,primary school,Married-civ-spouse,Prof-specialty,White,Female,67296.80340763868,36,United-States,0.0
39.0,Self-emp-inc,543042,Highschool,Married-civ-spouse,Craft-repair,White,Male,5178.0,50,United-States,0.0
51.0,Federal-gov,97934,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,63760.46662462063,40,United-States,0.0
,Private,311446,Highschool,Married-civ-spouse,Adm-clerical,White,Female,5178.0,40,United-States,0.0
31.0,Private,123397,Highschool,Married-civ-spouse,Transport-moving,White,Female,5178.0,35,United-States,0.0
53.0,Private,195813,primary school,Married-civ-spouse,Craft-repair,Other,Male,180357.6360446982,40,Puerto-Rico,0.0
37.0,Local-gov,365430,College,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,United-States,0.0
48.0,State-gov,118330,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,5178.0,40,United-States,0.0
56.0,Private,116143,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,5178.0,44,United-States,0.0
35.0,Private,282979,Highschool,Married-civ-spouse,Sales,White,Male,40722.84733391743,50,United-States,0.0
50.0,Local-gov,153064,Highschool,Married-civ-spouse,Exec-managerial,White,Male,51423.05479503889,40,United-States,0.0
42.0,Private,230684,Highschool,Married-civ-spouse,Sales,White,Male,5178.0,50,United-States,0.0
58.0,Private,280309,doc,Married-civ-spouse,Exec-managerial,White,Male,90899.3036699912,-1,United-States,0.0
35.0,Private,105821,Highschool,Married-civ-spouse,Exec-managerial,White,Male,5178.0,40,United-States,0.0
46.0,Private,173243,College,Married-civ-spouse,Tech-support,White,Male,5178.0,40,United-States,0.0
34.0,Private,209101,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,110394.46598800553,55,United-States,0.0
43.0,Private,214781,Masters,Married-civ-spouse,Prof-specialty,White,Male,23181.21739543778,40,United-States,0.0
39.0,State-gov,122011,Masters,Married-civ-spouse,Prof-specialty,White,Female,5178.0,38,United-States,0.0
46.0,Federal-gov,97863,Doctorate,Married-civ-spouse,Adm-clerical,White,Male,14570.506357476486,40,United-States,0.0
55.0,Private,162205,Highschool,Married-civ-spouse,Transport-moving,White,Male,5178.0,72,United-States,0.0
38.0,Private,207568,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,5178.0,40,United-States,0.0
63.0,,310396,primary school,Married-civ-spouse,?,White,Male,5178.0,40,United-States,0.0
27.0,Private,210498,Highschool,Married-civ-spouse,Craft-repair,White,Male,36932.67579068914,40,United-States,0.0
47.0,Private,187440,Highschool,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,United-States,0.0
,Private,201699,doc,Married-civ-spouse,Sales,White,Male,5178.0,50,United-States,0.0
,Private,186035,primary school,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,United-States,0.0
43.0,Private,339814,College,Married-civ-spouse,Prof-specialty,White,Male,5178.0,40,United-States,0.0
44.0,Private,112262,Bachelors,Married-civ-spouse,Tech-support,White,Male,26593.199259221252,40,United-States,0.0
36.0,Private,226013,Highschool,Married-civ-spouse,Machine-op-inspct,Black,Male,5178.0,40,United-States,0.0
51.0,Private,175070,doc,Married-civ-spouse,Sales,White,Male,5178.0,45,United-States,0.0
,Self-emp-inc,258883,Highschool,Married-civ-spouse,Transport-moving,White,Male,30386.705178448166,60,Hungary,0.0
32.0,Private,106014,College,Married-civ-spouse,Sales,White,Male,5178.0,50,United-States,0.0
39.0,Self-emp-inc,131288,doc,Married-civ-spouse,Sales,White,Male,5178.0,48,United-States,0.0
35.0,Self-emp-inc,186845,Bachelors,Married-civ-spouse,Sales,White,Male,56300.86349963279,50,United-States,0.0
62.0,,125493,Highschool,Married-civ-spouse,?,White,Female,5178.0,40,Scotland,0.0
,Private,261278,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,58491.49123926708,40,Philippines,0.0
39.0,Private,248011,Doctorate,Married-civ-spouse,Machine-op-inspct,White,Male,5178.0,40,United-States,0.0
31.0,Private,151053,College,Married-civ-spouse,Transport-moving,White,Male,5178.0,40,United-States,0.0
53.0,Self-emp-inc,152810,Highschool,Married-civ-spouse,Craft-repair,White,Male,5178.0,-1,United-States,0.0
54.0,Private,135388,Highschool,Married-civ-spouse,Craft-repair,White,Male,68157.32537547208,40,United-States,0.0
,Private,187589,Highschool,Married-civ-spouse,Handlers-cleaners,White,Male,5178.0,40,United-States,0.0
55.0,Private,184882,Doctorate,Married-civ-spouse,Transport-moving,White,Male,5178.0,50,United-States,0.0
45.0,Local-gov,374450,Highschool,Married-civ-spouse,Transport-moving,White,Female,5178.0,40,United-States,0.0
59.0,Private,126668,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,11859.465769960589,50,United-States,0.0
,,369386,College,Married-civ-spouse,?,White,Female,115496.8063932899,40,United-States,0.0
47.0,Private,70943,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,5178.0,40,United-States,0.0
28.0,Federal-gov,163862,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,5178.0,40,United-States,0.0
47.0,Local-gov,200471,Highschool,Married-civ-spouse,Transport-moving,White,Male,5178.0,40,United-States,0.0
38.0,Private,269318,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,5178.0,50,United-States,0.0
34.0,State-gov,118551,Bachelors,Married-civ-spouse,Tech-support,White,Female,5178.0,25,?,0.0
54.0,Federal-gov,75235,Highschool,Married-civ-spouse,Exec-managerial,White,Male,5178.0,40,United-States,0.0
58.0,Private,250206,primary school,Married-civ-spouse,Craft-repair,White,Male,5178.0,40,United-States,0.0
24.0,Private,206827,College,Never-married,Sales,White,Female,5060.0,30,United-States,1.0
30.0,Private,188146,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,5013.0,40,United-States,1.0
43.0,Self-emp-inc,188436,Masters,Married-civ-spouse,Exec-managerial,White,Male,169280.53558145097,45,United-States,1.0
54.0,Private,398212,Highschool,Married-civ-spouse,Transport-moving,Black,Male,5013.0,40,United-States,1.0
45.0,Self-emp-not-inc,256866,College,Married-civ-spouse,Sales,White,Male,5013.0,90,United-States,1.0
47.0,Private,326857,Doctorate,Married-civ-spouse,Craft-repair,White,Male,58541.20093156321,40,United-States,1.0
40.0,Private,105936,Highschool,Married-civ-spouse,Sales,White,Female,5013.0,20,United-States,1.0
36.0,Private,84306,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,5013.0,50,United-States,1.0
,Private,139098,Masters,Married-civ-spouse,Prof-specialty,White,Male,5013.0,40,United-States,1.0
49.0,Private,82649,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,5013.0,45,United-States,1.0
44.0,Self-emp-inc,103643,Highschool,Married-civ-spouse,Exec-managerial,White,Male,5013.0,60,Greece,1.0
27.0,Private,181667,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,5013.0,46,Canada,1.0
41.0,Self-emp-not-inc,29762,College,Married-civ-spouse,Farming-fishing,White,Male,5013.0,70,United-States,1.0
30.0,Private,155343,Highschool,Married-civ-spouse,Craft-repair,White,Male,5013.0,40,United-States,1.0
29.0,Private,206351,primary school,Married-civ-spouse,Craft-repair,White,Male,5013.0,40,United-States,1.0
26.0,Private,132661,Highschool,Married-civ-spouse,Exec-managerial,White,Female,5013.0,40,United-States,1.0
30.0,Private,137606,Highschool,Married-civ-spouse,Transport-moving,White,Male,98026.10200663967,40,United-States,1.0
35.0,Private,37314,College,Married-civ-spouse,Craft-repair,White,Male,5013.0,40,United-States,1.0
30.0,Local-gov,346122,doc,Married-civ-spouse,Armed-Forces,White,Male,28095.67617262424,45,United-States,1.0
29.0,Private,221366,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,5839.529834494125,40,Germany,1.0
46.0,Private,276087,Highschool,Married-civ-spouse,Sales,White,Male,5013.0,50,United-States,1.0
48.0,Self-emp-not-inc,30840,College,Married-civ-spouse,Prof-specialty,White,Male,33877.120318424146,45,United-States,1.0
52.0,Private,204322,Doctorate,Married-civ-spouse,Tech-support,White,Male,5013.0,40,United-States,1.0
60.0,Private,160625,Highschool,Married-civ-spouse,Prof-specialty,White,Male,5013.0,40,United-States,1.0
43.0,Private,242488,College,Married-civ-spouse,Adm-clerical,White,Male,5013.0,40,United-States,1.0
39.0,Private,196673,Highschool,Married-civ-spouse,Other-service,White,Female,50831.93747976593,40,United-States,1.0
